"imdb_id" "name" "gross" "date" "theater" "time" "num_of_shows" "ticket_price" "num_of_attendees" "day" "avg_attendence"
"4251" "tt3660770" "MONKEY KINGDOM" 250 2015-06-03 2 "18:30" 1 8 31 "Wednesday" 31
"4252" "tt3660770" "MONKEY KINGDOM" 382 2015-06-05 1 "17:00" 1 8 48 "Friday" 48
"4253" "tt3660770" "MONKEY KINGDOM" 285 2015-06-06 1 "16:40" 1 8 36 "Saturday" 36
"4254" "tt3660770" "MONKEY KINGDOM" 218 2015-06-07 1 "14:25" 1 8 27 "Sunday" 27
"4255" "tt3660770" "MONKEY KINGDOM" 76 2015-06-18 2 "18:30" 1 8 10 "Thursday" 10
"4256" "tt3660770" "MONKEY KINGDOM" 64 2015-06-19 2 "16:00" 1 8 8 "Friday" 8
"4257" "tt3660770" "MONKEY KINGDOM" 48 2015-06-20 2 "14:40" 1 8 6 "Saturday" 6
"4258" "tt3660770" "MONKEY KINGDOM" 78 2015-06-21 2 "15:15" 1 8 10 "Sunday" 10
"4259" "tt3660770" "MONKEY KINGDOM - MUST END TONIGHT!" 232 2015-06-24 2 "18:30" 1 8 29 "Wednesday" 29
"4260" "tt3672742" "TURBO KID" 448 2015-09-05 2 "21:40" 1 8 56 "Saturday" 56
"4261" "tt3672742" "TURBO KID" 232 2015-09-06 2 "17:10" 1 8 29 "Sunday" 29
"4262" "tt3672742" "TURBO KID" 354 2015-09-07 2 "19:00" 1 8 44 "Monday" 44
"4263" "tt3672742" "TURBO KID" 180 2015-09-08 2 "21:30" 1 8 22 "Tuesday" 22
"4264" "tt3672742" "TURBO KID" 224 2015-09-13 1 "18:40" 1 8 28 "Sunday" 28
"4265" "tt3672742" "TURBO KID - MUST END WEDNESDAY!" 224 2015-09-15 2 "21:30" 1 8 28 "Tuesday" 28
"4266" "tt3672742" "TURBO KID - MUST END TONIGHT!" 335 2015-09-16 1 "21:30" 1 8 42 "Wednesday" 42
"4267" "tt3674140" "THE SALT OF THE EARTH" 208 2015-05-23 2 "14:50" 1 8 26 "Saturday" 26
"4268" "tt3674140" "THE SALT OF THE EARTH" 360 2015-05-24 1 "15:30" 1 8 45 "Sunday" 45
"4269" "tt3674140" "THE SALT OF THE EARTH" 233 2015-05-25 1 "12:40" 1 8 29 "Monday" 29
"4270" "tt3674140" "THE SALT OF THE EARTH (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1558334>Purchase Tickets Online</a>)" 302 2015-05-26 1 "18:30" 1 8 38 "Tuesday" 38
"4271" "tt3674140" "THE SALT OF THE EARTH" 128 2015-05-29 1 "17:00" 1 8 16 "Friday" 16
"4272" "tt3674140" "THE SALT OF THE EARTH" 96 2015-05-30 1 "15:10" 1 8 12 "Saturday" 12
"4273" "tt3674140" "THE SALT OF THE EARTH" 122 2015-05-31 2 "15:20" 1 8 15 "Sunday" 15
"4274" "tt3674140" "THE SALT OF THE EARTH" 257 2015-06-01 2 "18:45" 1 8 32 "Monday" 32
"4275" "tt3682448" "BRIDGE OF SPIES" 184 2015-12-25 2 "13:00" 1 8 23 "Friday" 23
"4276" "tt3682448" "BRIDGE OF SPIES" 296 2015-12-26 1 "17:30" 1 8 37 "Saturday" 37
"4277" "tt3682448" "BRIDGE OF SPIES" 176 2015-12-28 2 "13:00" 1 8 22 "Monday" 22
"4278" "tt3682448" "BRIDGE OF SPIES" 214 2015-12-30 2 "15:35" 1 8 27 "Wednesday" 27
"4279" "tt3682448" "BRIDGE OF SPIES" 136 2016-01-01 2 "13:00" 1 8 17 "Friday" 17
"4280" "tt3682448" "BRIDGE OF SPIES (Baby Brigade)" 96 2016-01-02 1 "12:50" 1 8 12 "Saturday" 12
"4281" "tt3682448" "BRIDGE OF SPIES" 220 2016-01-03 2 "13:00" 1 8 28 "Sunday" 28
"4282" "tt3699150" "PLANTPURE NATION, co-presented by <a target=”_blank” href=http://eatdrinkfilms.com/>EatDrinkFilms.com</a> (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2245447>Purchase Tickets Online</a>)" 360 2015-09-15 2 "19:00" 1 8 45 "Tuesday" 45
"4283" "tt3704416" "DIGGING FOR FIRE" 32 2015-09-04 2 "16:40" 1 8 4 "Friday" 4
"4284" "tt3704416" "DIGGING FOR FIRE" 136 2015-09-05 2 "15:00" 1 8 17 "Saturday" 17
"4285" "tt3704416" "DIGGING FOR FIRE (Baby Brigade)" 176 2015-09-07 1 "18:30" 1 8 22 "Monday" 22
"4286" "tt3707114" "JANIS: LITTLE GIRL BLUE" 248 2015-12-12 2 "21:45" 1 8 31 "Saturday" 31
"4287" "tt3707114" "JANIS: LITTLE GIRL BLUE" 344 2015-12-13 2 "14:10" 1 8 43 "Sunday" 43
"4288" "tt3707114" "JANIS: LITTLE GIRL BLUE" 56 2015-12-14 1 "21:20" 1 8 7 "Monday" 7
"4289" "tt3707114" "JANIS: LITTLE GIRL BLUE - MUST END TONIGHT!" 168 2015-12-17 1 "21:15" 1 8 21 "Thursday" 21
"4290" "tt3717314" "IT'S GONNA BLOW: SAN DIEGO'S MUSIC UNDERGROUND, featuring a post-film Q&A with director Bill Perrine (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1290852>Purchase Tickets Online</a>)" 106 2015-03-17 2 "19:00" 1 8 13 "Tuesday" 13
"4291" "tt3726704" "EXPERIMENTER" 216 2015-11-21 1 "16:45" 1 8 27 "Saturday" 27
"4292" "tt3726704" "EXPERIMENTER" 134 2015-11-22 1 "16:20" 1 8 17 "Sunday" 17
"4293" "tt3726704" "EXPERIMENTER (Baby Brigade)" 152 2015-11-23 1 "18:40" 1 8 19 "Monday" 19
"4294" "tt3726704" "EXPERIMENTER" 16 2015-11-27 1 "13:00" 1 8 2 "Friday" 2
"4295" "tt3726704" "EXPERIMENTER" 80 2015-11-28 1 "14:40" 1 8 10 "Saturday" 10
"4296" "tt3726704" "EXPERIMENTER" 8 2015-11-29 1 "12:15" 1 8 1 "Sunday" 1
"4297" "tt3726704" "EXPERIMENTER" 82 2015-12-01 2 "21:30" 1 8 10 "Tuesday" 10
"4298" "tt3748512" "HITCHCOCK/TRUFFAUT (Doc Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/329?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 117 2016-03-08 1 "19:00" 1 8 15 "Tuesday" 15
"4299" "tt3808342" "SON OF SAUL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/528?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 40 2016-03-26 2 "14:10" 1 8 5 "Saturday" 5
"4300" "tt3808342" "SON OF SAUL (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/532?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 47 2016-03-27 1 "12:20" 1 8 6 "Sunday" 6
"4301" "tt3813310" "COP CAR" 56 2015-09-12 2 "15:20" 1 8 7 "Saturday" 7
"4302" "tt3813310" "COP CAR" 104 2015-09-13 1 "14:20" 1 8 13 "Sunday" 13
"4303" "tt3813310" "COP CAR (Baby Brigade)" 16 2015-09-14 1 "18:30" 1 8 2 "Monday" 2
"4304" "tt3824412" "RESULTS" 48 2015-06-20 1 "21:45" 1 8 6 "Saturday" 6
"4305" "tt3824412" "RESULTS" 32 2015-06-21 1 "18:50" 1 8 4 "Sunday" 4
"4306" "tt3824458" "TANGERINE" 624 2015-08-14 2 "20:30" 1 8 78 "Friday" 78
"4307" "tt3824458" "TANGERINE" 631 2015-08-15 2 "19:45" 1 8 79 "Saturday" 79
"4308" "tt3824458" "TANGERINE" 371 2015-08-16 2 "19:10" 1 8 46 "Sunday" 46
"4309" "tt3824458" "TANGERINE" 338 2015-08-17 1 "21:20" 1 8 42 "Monday" 42
"4310" "tt3824458" "TANGERINE" 120 2015-08-18 1 "16:15" 1 8 15 "Tuesday" 15
"4311" "tt3824458" "TANGERINE" 744 2015-08-19 2 "21:30" 1 8 93 "Wednesday" 93
"4312" "tt3824458" "TANGERINE" 251 2015-08-20 2 "21:15" 1 8 31 "Thursday" 31
"4313" "tt3824458" "TANGERINE" 750 2015-08-21 1 "20:15" 1 8 94 "Friday" 94
"4314" "tt3824458" "TANGERINE" 804 2015-08-22 2 "19:45" 2 8 100 "Saturday" 50
"4315" "tt3824458" "TANGERINE" 373 2015-08-23 2 "17:10" 1 8 47 "Sunday" 47
"4316" "tt3824458" "TANGERINE" 195 2015-08-24 1 "21:20" 1 8 24 "Monday" 24
"4317" "tt3824458" "TANGERINE" 8 2015-08-25 1 "16:15" 1 8 1 "Tuesday" 1
"4318" "tt3824458" "TANGERINE" 710 2015-08-26 1 "19:10" 1 8 89 "Wednesday" 89
"4319" "tt3824458" "TANGERINE" 254 2015-08-27 2 "21:00" 1 8 32 "Thursday" 32
"4320" "tt3824458" "TANGERINE" 448 2015-08-28 1 "20:30" 1 8 56 "Friday" 56
"4321" "tt3824458" "TANGERINE" 264 2015-08-29 2 "17:15" 1 8 33 "Saturday" 33
"4322" "tt3824458" "TANGERINE (Baby Brigade)" 104 2015-08-31 2 "18:30" 1 8 13 "Monday" 13
"4323" "tt3824458" "TANGERINE" 151 2015-09-01 2 "21:30" 1 8 19 "Tuesday" 19
"4324" "tt3824458" "TANGERINE" 430 2015-09-02 2 "19:00" 1 8 54 "Wednesday" 54
"4325" "tt3824458" "TANGERINE" 425 2015-09-04 1 "20:25" 1 8 53 "Friday" 53
"4326" "tt3824458" "TANGERINE" 200 2015-09-05 1 "14:25" 1 8 25 "Saturday" 25
"4327" "tt3824458" "TANGERINE" 454 2015-09-06 2 "19:15" 1 8 57 "Sunday" 57
"4328" "tt3824458" "TANGERINE" 377 2015-09-11 2 "20:20" 1 8 47 "Friday" 47
"4329" "tt3824458" "TANGERINE" 572 2015-09-12 2 "19:40" 1 8 72 "Saturday" 72
"4330" "tt3824458" "TANGERINE" 468 2015-09-16 1 "19:25" 1 8 58 "Wednesday" 58
"4331" "tt3824458" "TANGERINE" 125 2015-09-18 1 "17:00" 1 8 16 "Friday" 16
"4332" "tt3824458" "TANGERINE" 48 2015-09-19 1 "14:10" 1 8 6 "Saturday" 6
"4333" "tt3824458" "TANGERINE" 487 2015-09-20 2 "19:10" 1 8 61 "Sunday" 61
"4334" "tt3824458" "TANGERINE" 84 2015-09-24 1 "21:30" 1 8 10 "Thursday" 10
"4335" "tt3844362" "THE OVERNIGHT" 472 2015-07-03 2 "20:10" 1 8 59 "Friday" 59
"4336" "tt3844362" "THE OVERNIGHT (Baby Brigade)" 48 2015-07-04 2 "12:15" 1 8 6 "Saturday" 6
"4337" "tt3844362" "THE OVERNIGHT" 246 2015-07-05 1 "19:10" 1 8 31 "Sunday" 31
"4338" "tt3844362" "THE OVERNIGHT" 152 2015-07-06 1 "21:30" 1 8 19 "Monday" 19
"4339" "tt3844362" "THE OVERNIGHT" 161 2015-07-07 2 "21:30" 1 8 20 "Tuesday" 20
"4340" "tt3844362" "THE OVERNIGHT" 268 2015-07-09 2 "19:45" 1 8 34 "Thursday" 34
"4341" "tt3844362" "THE OVERNIGHT" 571 2015-07-11 2 "19:30" 1 8 71 "Saturday" 71
"4342" "tt3844362" "THE OVERNIGHT" 330 2015-07-12 1 "19:05" 1 8 41 "Sunday" 41
"4343" "tt3844362" "THE OVERNIGHT" 161 2015-07-13 1 "21:15" 1 8 20 "Monday" 20
"4344" "tt3844362" "THE OVERNIGHT" 269 2015-07-14 2 "21:30" 1 8 34 "Tuesday" 34
"4345" "tt3844362" "THE OVERNIGHT" 400 2015-07-15 2 "21:30" 1 8 50 "Wednesday" 50
"4346" "tt3844362" "THE OVERNIGHT" 540 2015-07-17 2 "20:30" 1 8 68 "Friday" 68
"4347" "tt3844362" "THE OVERNIGHT" 288 2015-07-18 2 "19:30" 1 8 36 "Saturday" 36
"4348" "tt3844362" "THE OVERNIGHT" 262 2015-07-19 2 "19:30" 1 8 33 "Sunday" 33
"4349" "tt3850214" "DOPE" 712 2015-07-17 1 "19:00" 1 8 89 "Friday" 89
"4350" "tt3850214" "DOPE" 926 2015-07-18 2 "21:30" 1 8 116 "Saturday" 116
"4351" "tt3850214" "DOPE" 136 2015-07-21 2 "16:30" 1 8 17 "Tuesday" 17
"4352" "tt3850214" "DOPE" 881 2015-07-22 1 "21:30" 1 8 110 "Wednesday" 110
"4353" "tt3850214" "DOPE" 532 2015-07-23 2 "19:00" 1 8 66 "Thursday" 66
"4354" "tt3850214" "DOPE" 1058 2015-07-24 1 "20:15" 1 8 132 "Friday" 132
"4355" "tt3850214" "DOPE" 1072 2015-07-25 1 "19:30" 1 8 134 "Saturday" 134
"4356" "tt3850214" "DOPE" 366 2015-07-26 1 "18:25" 1 8 46 "Sunday" 46
"4357" "tt3850214" "DOPE" 744 2015-07-27 1 "19:00" 1 8 93 "Monday" 93
"4358" "tt3850214" "DOPE" 496 2015-07-28 1 "21:10" 1 8 62 "Tuesday" 62
"4359" "tt3850214" "DOPE" 945 2015-07-29 1 "18:30" 1 8 118 "Wednesday" 118
"4360" "tt3850214" "DOPE" 621 2015-07-30 2 "19:00" 1 8 78 "Thursday" 78
"4361" "tt3850214" "DOPE" 800 2015-07-31 1 "19:30" 1 8 100 "Friday" 100
"4362" "tt3850214" "DOPE" 1104 2015-08-01 1 "19:10" 2 8 138 "Saturday" 69
"4363" "tt3850214" "DOPE" 422 2015-08-02 1 "18:10" 1 8 53 "Sunday" 53
"4364" "tt3850214" "DOPE (Baby Brigade)" 450 2015-08-03 2 "18:45" 1 8 56 "Monday" 56
"4365" "tt3850214" "DOPE" 390 2015-08-04 1 "21:10" 1 8 49 "Tuesday" 49
"4366" "tt3850214" "DOPE" 776 2015-08-05 2 "21:20" 1 8 97 "Wednesday" 97
"4367" "tt3850214" "DOPE" 88 2015-08-06 1 "16:15" 1 8 11 "Thursday" 11
"4368" "tt3850214" "DOPE" 453 2015-08-07 1 "19:30" 1 8 57 "Friday" 57
"4369" "tt3850214" "DOPE" 618 2015-08-08 2 "21:50" 1 8 77 "Saturday" 77
"4370" "tt3850214" "DOPE" 432 2015-08-09 1 "18:00" 1 8 54 "Sunday" 54
"4371" "tt3850214" "DOPE" 304 2015-08-10 1 "19:00" 1 8 38 "Monday" 38
"4372" "tt3850214" "DOPE" 347 2015-08-11 1 "21:05" 1 8 43 "Tuesday" 43
"4373" "tt3850214" "DOPE" 552 2015-08-12 2 "19:05" 1 8 69 "Wednesday" 69
"4374" "tt3850214" "DOPE" 440 2015-08-13 2 "19:05" 1 8 55 "Thursday" 55
"4375" "tt3850214" "DOPE" 616 2015-08-14 1 "21:30" 1 8 77 "Friday" 77
"4376" "tt3850214" "DOPE" 639 2015-08-15 1 "19:05" 2 8 80 "Saturday" 40
"4377" "tt3850214" "DOPE" 480 2015-08-16 2 "16:50" 1 8 60 "Sunday" 60
"4378" "tt3850214" "DOPE" 354 2015-08-17 1 "19:05" 1 8 44 "Monday" 44
"4379" "tt3850214" "DOPE" 656 2015-08-19 2 "19:10" 1 8 82 "Wednesday" 82
"4380" "tt3850214" "DOPE" 282 2015-08-20 1 "19:05" 1 8 35 "Thursday" 35
"4381" "tt3850214" "DOPE" 648 2015-08-22 1 "19:05" 1 8 81 "Saturday" 81
"4382" "tt3850214" "DOPE" 243 2015-08-24 1 "19:05" 1 8 30 "Monday" 30
"4383" "tt3850214" "DOPE" 163 2015-08-25 2 "21:30" 1 8 20 "Tuesday" 20
"4384" "tt3850214" "DOPE" 478 2015-08-26 1 "21:20" 1 8 60 "Wednesday" 60
"4385" "tt3850214" "DOPE" 644 2015-08-29 2 "21:45" 1 8 80 "Saturday" 80
"4386" "tt3850214" "DOPE" 264 2015-08-31 1 "19:00" 1 8 33 "Monday" 33
"4387" "tt3850214" "DOPE" 264 2015-09-01 1 "21:05" 1 8 33 "Tuesday" 33
"4388" "tt3850214" "DOPE" 564 2015-09-05 2 "19:20" 1 8 70 "Saturday" 70
"4389" "tt3850214" "DOPE" 344 2015-09-06 1 "16:20" 1 8 43 "Sunday" 43
"4390" "tt3850214" "DOPE" 424 2015-09-07 1 "20:30" 1 8 53 "Monday" 53
"4391" "tt3850214" "DOPE" 176 2015-09-08 1 "18:30" 1 8 22 "Tuesday" 22
"4392" "tt3850214" "DOPE" 198 2015-09-14 2 "19:00" 1 8 25 "Monday" 25
"4393" "tt3850214" "DOPE" 72 2015-09-15 1 "21:15" 1 8 9 "Tuesday" 9
"4394" "tt3850214" "DOPE" 465 2015-09-16 2 "21:05" 1 8 58 "Wednesday" 58
"4395" "tt3850214" "DOPE - MUST END TONIGHT!" 111 2015-09-17 2 "18:30" 1 8 14 "Thursday" 14
"4396" "tt3850214" "DOPE" 144 2015-10-03 2 "21:50" 1 8 18 "Saturday" 18
"4397" "tt3850214" "DOPE" 109 2015-10-05 1 "21:20" 1 8 14 "Monday" 14
"4398" "tt3850214" "DOPE - MUST END TONIGHT!" 168 2015-10-08 2 "19:00" 1 8 21 "Thursday" 21
"4399" "tt3850590" "KRAMPUS" 416 2015-12-25 2 "21:40" 1 8 52 "Friday" 52
"4400" "tt3850590" "KRAMPUS" 312 2015-12-27 2 "21:05" 1 8 39 "Sunday" 39
"4401" "tt3850590" "KRAMPUS" 228 2015-12-28 2 "21:15" 1 8 28 "Monday" 28
"4402" "tt3850590" "KRAMPUS" 272 2015-12-29 1 "21:30" 1 8 34 "Tuesday" 34
"4403" "tt3850590" "KRAMPUS" 474 2015-12-30 2 "21:25" 1 8 59 "Wednesday" 59
"4404" "tt3850590" "KRAMPUS" 272 2016-01-01 2 "21:30" 1 8 34 "Friday" 34
"4405" "tt3850590" "KRAMPUS" 368 2016-01-02 1 "21:15" 1 8 46 "Saturday" 46
"4406" "tt3850590" "KRAMPUS" 276 2016-01-03 2 "18:30" 1 8 34 "Sunday" 34
"4407" "tt3850590" "KRAMPUS--MUST END TONIGHT!!" 192 2016-01-06 2 "21:25" 1 8 24 "Wednesday" 24
"4408" "tt3859076" "TRUTH" 200 2015-12-20 1 "18:45" 1 8 25 "Sunday" 25
"4409" "tt3859076" "TRUTH (Baby Brigade)" 104 2015-12-21 2 "18:25" 1 8 13 "Monday" 13
"4410" "tt3997238" "DO I SOUND GAY?" 200 2015-07-31 2 "18:10" 1 8 25 "Friday" 25
"4411" "tt3997238" "DO I SOUND GAY?" 96 2015-08-01 2 "15:05" 1 8 12 "Saturday" 12
"4412" "tt3997238" "DO I SOUND GAY?" 96 2015-08-02 2 "16:55" 1 8 12 "Sunday" 12
"4413" "tt3997238" "DO I SOUND GAY?" 144 2015-08-05 2 "17:00" 1 8 18 "Wednesday" 18
"4414" "tt4044364" "CITIZENFOUR" 393 2014-12-28 2 "16:00" 1 8 49 "Sunday" 49
"4415" "tt4044364" "CITIZENFOUR (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/989842>Purchase Tickets Online</a>)" 766 2014-12-30 2 "19:00" 1 8 96 "Tuesday" 96
"4416" "tt4044364" "CITIZENFOUR" 364 2015-01-01 2 "13:00" 1 8 46 "Thursday" 46
"4417" "tt4044364" "CITIZENFOUR" 288 2015-01-02 1 "14:45" 1 8 36 "Friday" 36
"4418" "tt4044364" "CITIZENFOUR" 515 2015-01-04 2 "16:00" 1 8 64 "Sunday" 64
"4419" "tt4044364" "CITIZENFOUR (Baby Brigade)" 236 2015-01-05 2 "18:30" 1 8 30 "Monday" 30
"4420" "tt4044364" "CITIZENFOUR" 412 2015-01-08 2 "19:00" 1 8 52 "Thursday" 52
"4421" "tt4044364" "CITIZENFOUR" 349 2015-01-10 1 "16:00" 1 8 44 "Saturday" 44
"4422" "tt4044364" "CITIZENFOUR" 152 2015-01-11 1 "12:40" 1 8 19 "Sunday" 19
"4423" "tt4044364" "CITIZENFOUR" 580 2015-01-14 2 "19:00" 1 8 72 "Wednesday" 72
"4424" "tt4044364" "CITIZENFOUR" 280 2015-01-19 1 "15:45" 1 8 35 "Monday" 35
"4425" "tt4044364" "CITIZENFOUR (Baby Brigade)" 105 2015-01-24 1 "13:00" 1 8 13 "Saturday" 13
"4426" "tt4044364" "CITIZENFOUR--MUST END TONIGHT!!" 384 2015-01-29 2 "19:00" 1 8 48 "Thursday" 48
"4427" "tt4044364" "CITIZENFOUR" 224 2015-02-21 1 "15:45" 1 8 28 "Saturday" 28
"4428" "tt4044364" "CITIZENFOUR--MUST END TONIGHT!!" 229 2015-02-25 1 "18:30" 1 8 29 "Wednesday" 29
"4429" "tt4104022" "PEOPLE PLACES THINGS" 256 2015-08-21 1 "18:15" 1 8 32 "Friday" 32
"4430" "tt4104022" "PEOPLE PLACES THINGS" 304 2015-08-23 2 "19:15" 1 8 38 "Sunday" 38
"4431" "tt4104022" "PEOPLE PLACES THINGS (Baby Brigade)" 96 2015-08-24 2 "18:30" 1 8 12 "Monday" 12
"4432" "tt4104022" "PEOPLE PLACES THINGS" 254 2015-08-26 2 "18:30" 1 8 32 "Wednesday" 32
"4433" "tt4126304" "CARTEL LAND" 144 2015-07-25 1 "12:30" 1 8 18 "Saturday" 18
"4434" "tt4126304" "CARTEL LAND" 168 2015-07-26 1 "14:10" 1 8 21 "Sunday" 21
"4435" "tt4126304" "CARTEL LAND - MUST END TONIGHT!" 152 2015-07-28 2 "16:30" 1 8 19 "Tuesday" 19
"4436" "tt4126312" "3 1/2 MINUTES, 10 BULLETS (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1766189>Purchase Tickets Online</a>)" 467 2015-07-28 2 "19:00" 1 8 58 "Tuesday" 58
"4437" "tt4126312" "3 1/2 MINUTES, 10 BULLETS" 88 2015-07-29 2 "16:00" 1 8 11 "Wednesday" 11
"4438" "tt4126312" "3 1/2 MINUTES, 10 BULLETS - MUST END TONIGHT!" 60 2015-07-30 2 "17:00" 1 8 8 "Thursday" 8
"4439" "tt4157220" "IRIS" 64 2015-06-05 2 "18:20" 1 8 8 "Friday" 8
"4440" "tt4157220" "IRIS" 104 2015-06-06 2 "15:00" 1 8 13 "Saturday" 13
"4441" "tt4157220" "IRIS" 153 2015-06-07 2 "14:50" 1 8 19 "Sunday" 19
"4442" "tt4163020" "TALES OF HALLOWEEN" 336 2015-10-24 2 "21:55" 2 8 42 "Saturday" 21
"4443" "tt4163020" "TALES OF HALLOWEEN" 270 2015-10-25 1 "20:40" 1 8 34 "Sunday" 34
"4444" "tt4163020" "TALES OF HALLOWEEN" 168 2015-10-26 2 "21:10" 1 8 21 "Monday" 21
"4445" "tt4163020" "TALES OF HALLOWEEN" 310 2015-10-28 1 "19:30" 1 8 39 "Wednesday" 39
"4446" "tt4163020" "TALES OF HALLOWEEN - MUST END TONIGHT!" 47 2015-10-29 1 "19:00" 1 8 6 "Thursday" 6
"4447" "tt4178092" "THE GIFT" 263 2015-09-25 1 "19:00" 1 8 33 "Friday" 33
"4448" "tt4178092" "THE GIFT" 509 2015-09-26 1 "21:25" 1 8 64 "Saturday" 64
"4449" "tt4178092" "THE GIFT" 134 2015-09-27 1 "20:30" 1 8 17 "Sunday" 17
"4450" "tt4178092" "THE GIFT--MUST END TONIGHT!!" 270 2015-09-30 2 "21:00" 1 8 34 "Wednesday" 34
"4451" "tt4194392" "RECORDS COLLECTING DUST, featuring a post-film Q&A with director Jason Blackmore (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/951095>Purchase Tickets Online</a>)" 393 2015-01-27 2 "19:00" 1 8 49 "Tuesday" 49
"4452" "tt4209900" "FRESH DRESSED" 72 2015-07-17 2 "18:20" 1 8 9 "Friday" 9
"4453" "tt4209900" "FRESH DRESSED" 135 2015-07-19 2 "21:20" 1 8 17 "Sunday" 17
"4454" "tt4209900" "FRESH DRESSED" 80 2015-07-20 2 "16:30" 1 8 10 "Monday" 10
"4455" "tt4209900" "FRESH DRESSED" 88 2015-07-21 1 "21:30" 1 8 11 "Tuesday" 11
"4456" "tt4209900" "FRESH DRESSED - MUST END TONIGHT!" 94 2015-07-23 2 "17:00" 1 8 12 "Thursday" 12
"4457" "tt4229236" "COBAIN: MONTAGE OF HECK" 191 2015-09-04 2 "21:20" 1 8 24 "Friday" 24
"4458" "tt4229236" "COBAIN: MONTAGE OF HECK" 232 2015-09-06 2 "21:20" 1 8 29 "Sunday" 29
"4459" "tt4263482" "THE WITCH (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/531?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 493 2016-03-26 2 "21:45" 1 8 62 "Saturday" 62
"4460" "tt4270516" "GRANDMA" 72 2015-10-30 2 "18:20" 1 8 9 "Friday" 9
"4461" "tt4270516" "GRANDMA (Baby Brigade)" 32 2015-10-31 1 "12:00" 1 8 4 "Saturday" 4
"4462" "tt4270516" "GRANDMA" 206 2015-11-01 1 "16:45" 1 8 26 "Sunday" 26
"4463" "tt4270516" "GRANDMA" 97 2015-11-02 2 "19:00" 1 8 12 "Monday" 12
"4464" "tt4288636" "JAMES WHITE" 88 2016-01-03 2 "20:45" 1 8 11 "Sunday" 11
"4465" "tt4288636" "JAMES WHITE--MUST END THIS WEEK!" 82 2016-01-05 2 "21:20" 1 8 10 "Tuesday" 10
"4466" "tt4288636" "JAMES WHITE--MUST END TONIGHT!!" 168 2016-01-07 1 "18:30" 1 8 21 "Thursday" 21
"4467" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 60 2015-11-06 1 "22:20" 1 8 8 "Friday" 8
"4468" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION (Baby Brigade)" 228 2015-11-07 2 "13:00" 1 8 28 "Saturday" 28
"4469" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 230 2015-11-08 1 "15:45" 1 8 29 "Sunday" 29
"4470" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 280 2015-11-09 2 "19:00" 1 8 35 "Monday" 35
"4471" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 414 2015-11-11 1 "21:30" 2 8 52 "Wednesday" 26
"4472" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 198 2015-11-15 1 "14:50" 1 8 25 "Sunday" 25
"4473" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 281 2015-11-16 1 "20:45" 1 8 35 "Monday" 35
"4474" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 228 2015-11-19 2 "19:00" 1 8 28 "Thursday" 28
"4475" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION (Baby Brigade)" 216 2015-11-21 1 "12:20" 1 8 27 "Saturday" 27
"4476" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 134 2015-11-22 2 "14:50" 1 8 17 "Sunday" 17
"4477" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 152 2015-11-23 1 "14:45" 1 8 19 "Monday" 19
"4478" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 96 2015-12-05 1 "12:50" 1 8 12 "Saturday" 12
"4479" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION - MUST END TONIGHT!" 373 2015-12-09 2 "18:20" 1 8 47 "Wednesday" 47
"4480" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 168 2015-12-26 2 "15:30" 1 8 21 "Saturday" 21
"4481" "tt4316236" "THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION" 176 2015-12-28 2 "16:00" 1 8 22 "Monday" 22
